task_id	hash	native_id	process	tag	name	status	exit	submit	module	cpus	memory	attempt	duration	realtime	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar
71	7d/8aa04b	2499850	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM	L2S240	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (L2S240)	COMPLETED	0	2026-08-03 01:38:55.920	-	2	3 GB	1	9.7s	9.4s	108.7%	0.0%	735.5 MB	2.5 GB	735.5 MB	2.5 GB	41.6 MB	362.8 KB
78	3d/07108c	2502677	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC	L1S140	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (L1S140)	COMPLETED	0	2026-08-03 01:39:03.438	-	2	3 GB	1	2.8s	3s	154.2%	0.0%	296.3 MB	6 GB	298.4 MB	6.1 GB	11.6 MB	2.5 MB
73	5d/bcaab6	2500202	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM	L5S174	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (L5S174)	COMPLETED	0	2026-08-03 01:38:56.591	-	2	3 GB	1	9.9s	9.7s	106.5%	0.0%	721.4 MB	2.4 GB	721.4 MB	2.4 GB	40.9 MB	126.2 KB
81	61/fd4ebe	2503536	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC	L1S281	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (L1S281)	COMPLETED	0	2026-08-03 01:39:06.277	-	2	3 GB	1	2.8s	3s	124.9%	0.0%	256.2 MB	6 GB	257.9 MB	6.1 GB	11.6 MB	2.5 MB
77	48/879245	2501534	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM	L5S222	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (L5S222)	COMPLETED	0	2026-08-03 01:39:00.062	-	2	3 GB	1	9.2s	8.9s	109.5%	0.0%	722.9 MB	2.4 GB	722.9 MB	2.4 GB	41 MB	156.6 KB
82	ad/1133a7	2503693	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC	L1S257	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (L1S257)	COMPLETED	0	2026-08-03 01:39:06.538	-	2	3 GB	1	2.9s	3s	145.1%	0.0%	294.4 MB	6 GB	294.4 MB	6 GB	11.5 MB	2.5 MB
75	eb/acc00a	2501471	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM	L2S309	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (L2S309)	COMPLETED	0	2026-08-03 01:38:59.977	-	2	3 GB	1	10.2s	9.9s	107.4%	0.0%	721.5 MB	2.4 GB	721.5 MB	2.4 GB	41 MB	120.2 KB
79	f2/afa9f8	2502082	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM	L1S140	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (L1S140)	COMPLETED	0	2026-08-03 01:39:01.193	-	2	3 GB	1	9.1s	8.8s	109.2%	0.0%	722.6 MB	2.4 GB	722.6 MB	2.4 GB	41.4 MB	446.2 KB
84	2b/261371	2504552	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC	L2S357	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (L2S357)	COMPLETED	0	2026-08-03 01:39:09.231	-	2	3 GB	1	3s	3s	139.2%	0.0%	285.2 MB	6 GB	285.2 MB	6.1 GB	11.4 MB	2.6 MB
86	c6/5ab8e3	2505225	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC	L3S378	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (L3S378)	COMPLETED	0	2026-08-03 01:39:10.143	-	2	3 GB	1	3s	3s	126.0%	0.0%	278.5 MB	6 GB	278.5 MB	6.1 GB	11.1 MB	2.5 MB
80	b7/59f185	2503242	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM	L1S281	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (L1S281)	COMPLETED	0	2026-08-03 01:39:05.644	-	2	3 GB	1	9.3s	9s	108.3%	0.0%	722.1 MB	2.4 GB	722.1 MB	2.4 GB	41.4 MB	460.1 KB
88	d4/e4480e	2505978	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC	L1S208	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (L1S208)	COMPLETED	0	2026-08-03 01:39:12.270	-	2	3 GB	1	2.8s	3s	145.4%	0.0%	285.2 MB	6 GB	285.2 MB	6.1 GB	11.7 MB	2.5 MB
90	b4/11497c	2506815	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC	L4S63	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (L4S63)	COMPLETED	0	2026-08-03 01:39:14.912	-	2	3 GB	1	2.9s	2s	150.2%	0.0%	302.2 MB	6 GB	302.2 MB	6 GB	12.3 MB	2.5 MB
83	d4/27e035	2504493	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM	L1S257	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (L1S257)	COMPLETED	0	2026-08-03 01:39:09.100	-	2	3 GB	1	9.5s	9.2s	107.8%	0.0%	722.5 MB	2.4 GB	722.5 MB	2.4 GB	41.3 MB	433.5 KB
85	1e/c7d8a5	2504737	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM	L2S357	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (L2S357)	COMPLETED	0	2026-08-03 01:39:09.399	-	2	3 GB	1	9.3s	8.9s	109.1%	0.0%	722.7 MB	2.4 GB	722.7 MB	2.4 GB	41.2 MB	190.2 KB
87	69/27ebce	2505288	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM	L3S378	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (L3S378)	COMPLETED	0	2026-08-03 01:39:10.286	-	2	3 GB	1	9.1s	8.8s	109.6%	0.0%	724.4 MB	2.4 GB	724.4 MB	2.4 GB	40.9 MB	93.2 KB
92	3c/5a6336	2507911	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC	L2S382	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (L2S382)	COMPLETED	0	2026-08-03 01:39:18.613	-	2	3 GB	1	2.8s	3s	156.2%	0.0%	284.4 MB	6 GB	284.4 MB	6 GB	11.7 MB	2.6 MB
94	86/2c29f7	2507961	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC	L4S112	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (L4S112)	COMPLETED	0	2026-08-03 01:39:18.661	-	2	3 GB	1	2.8s	3s	133.1%	0.0%	274.9 MB	6 GB	274.9 MB	6 GB	12.2 MB	2.5 MB
89	3d/6627cf	2506333	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM	L1S208	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (L1S208)	COMPLETED	0	2026-08-03 01:39:13.124	-	2	3 GB	1	9.9s	9.6s	108.7%	0.0%	738.3 MB	2.5 GB	738.3 MB	2.5 GB	41.5 MB	586.8 KB
96	fe/a21d46	2509026	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC	L4S137	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (L4S137)	COMPLETED	0	2026-08-03 01:39:21.446	-	2	3 GB	1	2.9s	3s	148.0%	0.0%	308.1 MB	6 GB	308.1 MB	6.1 GB	12.4 MB	2.5 MB
91	e1/9f73c2	2506947	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM	L4S63	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (L4S63)	COMPLETED	0	2026-08-03 01:39:15.080	-	2	3 GB	1	9.8s	9.5s	108.9%	0.0%	746.4 MB	2.5 GB	746.4 MB	2.5 GB	42.1 MB	708.6 KB
98	56/0c3cfb	2510122	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC	L5S240	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (L5S240)	COMPLETED	0	2026-08-03 01:39:24.392	-	2	3 GB	1	2.8s	3s	115.3%	0.0%	256.1 MB	6 GB	256.1 MB	6 GB	11.1 MB	2.5 MB
93	e2/81305d	2507682	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM	L2S382	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (L2S382)	COMPLETED	0	2026-08-03 01:39:17.862	-	2	3 GB	1	9.5s	9.2s	108.5%	0.0%	723.2 MB	2.4 GB	723.2 MB	2.4 GB	41.5 MB	326.1 KB
95	cf/76c0aa	2508373	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM	L4S112	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (L4S112)	COMPLETED	0	2026-08-03 01:39:19.360	-	2	3 GB	1	9.4s	9s	108.2%	0.0%	724.4 MB	2.4 GB	724.4 MB	2.4 GB	42 MB	606 KB
100	1b/e7f6b8	2510926	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC	L6S93	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (L6S93)	COMPLETED	0	2026-08-03 01:39:27.236	-	2	3 GB	1	2.9s	3s	124.8%	0.0%	257.4 MB	6 GB	257.4 MB	6.1 GB	11.7 MB	2.5 MB
102	4a/daa08a	2511003	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC	L6S20	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (L6S20)	COMPLETED	0	2026-08-03 01:39:27.395	-	2	3 GB	1	2.8s	3s	145.6%	0.0%	289.8 MB	6 GB	289.8 MB	6 GB	11.6 MB	2.5 MB
97	07/ba0292	2509101	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM	L4S137	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (L4S137)	COMPLETED	0	2026-08-03 01:39:21.506	-	2	3 GB	1	10.1s	9.8s	107.5%	0.0%	720.1 MB	2.4 GB	720.1 MB	2.4 GB	42.1 MB	701.1 KB
99	99/658433	2509690	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM	L5S240	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (L5S240)	COMPLETED	0	2026-08-03 01:39:23.047	-	2	3 GB	1	9.4s	9.1s	106.6%	0.0%	720.8 MB	2.4 GB	720.8 MB	2.4 GB	40.9 MB	111.9 KB
104	f8/f64c37	2512080	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC	L6S68	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (L6S68)	COMPLETED	0	2026-08-03 01:39:30.208	-	2	3 GB	1	2.9s	3s	138.3%	0.0%	291.1 MB	6 GB	291.1 MB	6.1 GB	11.6 MB	2.5 MB
101	1c/38c227	2510332	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM	L6S93	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (L6S93)	COMPLETED	0	2026-08-03 01:39:24.878	-	2	3 GB	1	9.5s	9.2s	107.7%	0.0%	722.8 MB	2.4 GB	722.8 MB	2.4 GB	41.5 MB	484.5 KB
103	05/6a7a8b	2511549	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM	L6S20	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (L6S20)	COMPLETED	0	2026-08-03 01:39:28.730	-	2	3 GB	1	9.3s	9s	108.4%	0.0%	722.6 MB	2.4 GB	722.6 MB	2.4 GB	41.4 MB	432 KB
105	59/03b4fe	2512016	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM	L6S68	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (L6S68)	COMPLETED	0	2026-08-03 01:39:30.111	-	2	3 GB	1	9.3s	9s	111.2%	0.0%	723.3 MB	2.4 GB	723.3 MB	2.4 GB	41.4 MB	387.1 KB
108	3a/39843a	2513654	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_ERR	1	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_ERR (1)	COMPLETED	0	2026-08-03 01:39:39.430	-	6	6 GB	1	22.4s	22s	181.5%	0.1%	1.1 GB	3.6 GB	1.1 GB	3.6 GB	51.8 MB	588.2 KB
106	05/2118c4	2512629	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_QUALITY1	single_end	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_QUALITY1 (single_end)	COMPLETED	0	2026-08-03 01:39:31.667	-	2	3 GB	1	56.3s	55.9s	103.5%	0.1%	1.9 GB	5.4 GB	2 GB	5.4 GB	91.3 MB	10.1 MB
107	b0/a6746c	2513650	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_QUALITY2	single_end	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_QUALITY2 (single_end)	COMPLETED	0	2026-08-03 01:39:39.424	-	2	3 GB	1	50.6s	50.2s	103.6%	0.0%	1.9 GB	5.4 GB	2 GB	5.4 GB	71.1 MB	7.7 MB
109	34/27fe0c	2516353	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_DENOISING	1	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_DENOISING (1)	COMPLETED	0	2026-08-03 01:40:27.929	-	10	20 GB	1	13.1s	12.7s	146.2%	0.0%	841.4 MB	3.2 GB	841.4 MB	3.2 GB	51.2 MB	1.8 MB
110	e3/5bdac1	2516993	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_RMCHIMERA	1	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_RMCHIMERA (1)	COMPLETED	0	2026-08-03 01:40:41.103	-	6	6 GB	1	7.2s	6.9s	120.7%	0.0%	585.9 MB	2.2 GB	585.9 MB	2.2 GB	40.5 MB	23 KB
111	ad/0327db	2517646	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_STATS	1	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_STATS (1)	COMPLETED	0	2026-08-03 01:40:48.311	-	2	3 GB	1	7.5s	7s	117.1%	0.0%	588.2 MB	2.2 GB	588.2 MB	2.2 GB	42.3 MB	1.7 KB
112	91/87f350	2518149	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_MERGE	-	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_MERGE	COMPLETED	0	2026-08-03 01:40:55.787	-	2	3 GB	1	7.3s	7s	115.7%	0.0%	584.5 MB	2.2 GB	584.5 MB	2.2 GB	40.6 MB	388.3 KB
115	bf/3dd4f9	2518782	NFCORE_AMPLISEQ:AMPLISEQ:BARRNAP	ASV_seqs.fasta	NFCORE_AMPLISEQ:AMPLISEQ:BARRNAP (ASV_seqs.fasta)	COMPLETED	0	2026-08-03 01:41:04.147	-	2	3 GB	1	7.3s	7s	98.6%	0.0%	26.2 MB	110.2 MB	26.2 MB	173.1 MB	8.1 MB	3.2 MB
113	49/042e09	2519853	NFCORE_AMPLISEQ:AMPLISEQ:FILTER_SAMPLES	-	NFCORE_AMPLISEQ:AMPLISEQ:FILTER_SAMPLES (1)	COMPLETED	0	2026-08-03 01:41:11.453	-	1	1 GB	1	643ms	1s	311.0%	0.0%	2.6 MB	5.4 MB	2.6 MB	5.4 MB	5.9 MB	81 KB
114	9c/832835	2520059	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_INSEQ	ASV_seqs.fasta	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_INSEQ (ASV_seqs.fasta)	COMPLETED	0	2026-08-03 01:41:12.103	-	2	3 GB	1	28.3s	27.8s	110.5%	0.1%	1.2 GB	3.5 GB	1.2 GB	3.5 GB	198.6 MB	1.4 MB
120	a4/d38e02	2521277	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_INASV	table.tsv	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_INASV (table.tsv)	COMPLETED	0	2026-08-03 01:41:40.461	-	2	3 GB	1	28.1s	27.7s	117.7%	0.1%	1.2 GB	3.5 GB	1.2 GB	3.5 GB	211.8 MB	1.6 MB
118	64/81af43	2522750	NFCORE_AMPLISEQ:AMPLISEQ:METADATA_ALL	metadata.tsv	NFCORE_AMPLISEQ:AMPLISEQ:METADATA_ALL (metadata.tsv)	COMPLETED	0	2026-08-03 01:42:08.590	-	1	1 GB	1	731ms	439ms	252.6%	0.0%	2.6 MB	52.1 MB	2.6 MB	52.1 MB	6.1 MB	1.3 KB
119	7c/9902d0	2522746	NFCORE_AMPLISEQ:AMPLISEQ:METADATA_PAIRWISE	metadata.tsv	NFCORE_AMPLISEQ:AMPLISEQ:METADATA_PAIRWISE (metadata.tsv)	COMPLETED	0	2026-08-03 01:42:08.583	-	1	1 GB	1	838ms	451ms	228.0%	0.0%	2.6 MB	53.2 MB	2.6 MB	53.2 MB	6.1 MB	1.3 KB
117	b1/62975d	2523179	NFCORE_AMPLISEQ:AMPLISEQ:BARRNAPSUMMARY	-	NFCORE_AMPLISEQ:AMPLISEQ:BARRNAPSUMMARY	COMPLETED	0	2026-08-03 01:42:09.329	-	1	1 GB	1	1.4s	0ms	81.4%	0.0%	3.5 MB	30.1 MB	3.5 MB	30.1 MB	402.9 KB	421 B
116	09/5e8104	2518580	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_TAXONOMY_WF:DADA2_TAXONOMY	ASV_seqs.1.fasta,assignTaxonomy.fna	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_TAXONOMY_WF:DADA2_TAXONOMY (ASV_seqs.1.fasta,assignTaxonomy.fna)	COMPLETED	0	2026-08-03 01:41:03.086	-	10	20 GB	1	2m 7s	2m 7s	177.5%	0.4%	7.7 GB	9.7 GB	7.7 GB	9.7 GB	1.3 GB	244.6 KB
121	e9/1abf8e	2524137	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_TAXONOMY_WF:DADA2_ADDSPECIES	ASV_seqs.1.ASV_tax.silva_138_2.rds,addSpecies.fna.gz	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_TAXONOMY_WF:DADA2_ADDSPECIES (ASV_seqs.1.ASV_tax.silva_138_2.rds,addSpecies.fna.gz)	COMPLETED	0	2026-08-03 01:43:09.998	-	1	50 GB	1	31.7s	31.4s	103.1%	0.2%	3.7 GB	5.9 GB	4.7 GB	6.5 GB	173.9 MB	185.7 KB
122	35/a7077e	2524812	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_INTAX	ASV_tax_species.silva_138_2.tsv	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_INTAX (ASV_tax_species.silva_138_2.tsv)	COMPLETED	0	2026-08-03 01:43:41.722	-	2	3 GB	1	28.7s	28.2s	114.3%	0.1%	1.2 GB	3 GB	1.2 GB	3 GB	204.8 MB	1.5 MB
123	70/039c7c	2526115	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_TABLEFILTERTAXA	taxa:mitochondria,chloroplast;min-freq:1;min-samples:1	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_TABLEFILTERTAXA (taxa:mitochondria,chloroplast;min-freq:1;min-samples:1)	COMPLETED	0	2026-08-03 01:44:10.442	-	2	3 GB	1	1m 3s	1m 3s	116.6%	0.1%	1.2 GB	3.2 GB	1.2 GB	3.2 GB	550.6 MB	3 MB
127	c1/163cc9	2528794	NFCORE_AMPLISEQ:AMPLISEQ:ROBJECT_WORKFLOW:PHYLOSEQ_INASV	-	NFCORE_AMPLISEQ:AMPLISEQ:ROBJECT_WORKFLOW:PHYLOSEQ_INASV (1)	COMPLETED	0	2026-08-03 01:45:13.818	-	1	1 GB	1	336ms	19ms	62.7%	0.0%	0	0	0	0	375.1 KB	249.3 KB
128	82/9037d8	2529606	NFCORE_AMPLISEQ:AMPLISEQ:FILTER_STATS	-	NFCORE_AMPLISEQ:AMPLISEQ:FILTER_STATS (1)	COMPLETED	0	2026-08-03 01:45:14.953	-	1	1 GB	1	3.4s	2s	133.9%	0.0%	46.4 MB	1.5 GB	46.4 MB	1.5 GB	21.5 MB	2 KB
130	46/1468e8	2530649	NFCORE_AMPLISEQ:AMPLISEQ:MERGE_STATS_FILTERTAXA	-	NFCORE_AMPLISEQ:AMPLISEQ:MERGE_STATS_FILTERTAXA (1)	COMPLETED	0	2026-08-03 01:45:18.342	-	1	1 GB	1	1s	376ms	335.6%	0.0%	0	416 KB	0	416 KB	6 MB	2.8 KB
129	d5/6fb627	2528804	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_SEQFILTERTABLE	rep-seqs.qza-filter-by-filtered-table.qza	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_SEQFILTERTABLE (rep-seqs.qza-filter-by-filtered-table.qza)	COMPLETED	0	2026-08-03 01:45:13.828	-	2	3 GB	1	31.4s	31s	107.7%	0.1%	1.2 GB	3.6 GB	1.2 GB	3.6 GB	200.5 MB	2.2 MB
124	c6/40538b	2528839	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_BARPLOT	-	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_BARPLOT (1)	COMPLETED	0	2026-08-03 01:45:13.849	-	2	3 GB	1	34.4s	33.9s	106.7%	0.1%	1.2 GB	3.2 GB	1.2 GB	3.2 GB	263.4 MB	38.9 MB
125	be/544d7a	2528820	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_EXPORT:QIIME2_EXPORT_RELASV	-	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_EXPORT:QIIME2_EXPORT_RELASV (1)	COMPLETED	0	2026-08-03 01:45:13.839	-	2	3 GB	1	47.4s	47s	112.2%	0.1%	1.2 GB	3.1 GB	1.2 GB	3.1 GB	379.2 MB	2.5 MB
133	31/71cbc1	2536102	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_BARPLOTAVG:QIIME2_INASV_BPAVG	rel-table-ASV.tsv	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_BARPLOTAVG:QIIME2_INASV_BPAVG (rel-table-ASV.tsv)	COMPLETED	0	2026-08-03 01:46:01.293	-	2	3 GB	1	28.8s	28.4s	113.7%	0.1%	1.2 GB	3.5 GB	1.2 GB	3.5 GB	212 MB	1.7 MB
134	1d/a990a6	2538709	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_BARPLOTAVG:QIIME2_FEATURETABLE_GROUP	body_site	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_BARPLOTAVG:QIIME2_FEATURETABLE_GROUP (body_site)	COMPLETED	0	2026-08-03 01:46:30.128	-	1	1 GB	1	47.6s	47.2s	107.2%	0.1%	1.2 GB	3.1 GB	1.2 GB	3.1 GB	371.2 MB	2.2 MB
132	c0/1e7864	2533963	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_TREE	-	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_TREE (1)	COMPLETED	0	2026-08-03 01:45:45.265	-	6	6 GB	1	1m 44s	1m 43s	115.2%	0.1%	1.2 GB	3.2 GB	1.2 GB	3.2 GB	886.4 MB	7.1 MB
138	cc/657341	2544551	NFCORE_AMPLISEQ:AMPLISEQ:ROBJECT_WORKFLOW:TREESUMMARIZEDEXPERIMENT	dada2	NFCORE_AMPLISEQ:AMPLISEQ:ROBJECT_WORKFLOW:TREESUMMARIZEDEXPERIMENT (dada2)	COMPLETED	0	2026-08-03 01:47:31.129	-	2	3 GB	1	8.2s	8s	104.5%	0.0%	697.9 MB	2.3 GB	700.9 MB	2.3 GB	39.2 MB	135.1 KB
135	d9/e30dc8	2542935	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_BARPLOTAVG:QIIME2_BPAVG	-	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_BARPLOTAVG:QIIME2_BPAVG (1)	COMPLETED	0	2026-08-03 01:47:17.800	-	2	3 GB	1	31.8s	31.3s	109.7%	0.1%	1.2 GB	3.1 GB	1.2 GB	3.1 GB	236.4 MB	12 MB
131	90/26e54f	2534342	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_EXPORT:QIIME2_EXPORT_ABSOLUTE	-	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_EXPORT:QIIME2_EXPORT_ABSOLUTE (1)	COMPLETED	0	2026-08-03 01:45:48.274	-	2	3 GB	1	3m 47s	3m 47s	118.2%	0.1%	1.2 GB	3.6 GB	1.2 GB	3.6 GB	2.1 GB	12.8 MB
126	04/b5dcbb	2528858	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_EXPORT:QIIME2_EXPORT_RELTAX	-	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_EXPORT:QIIME2_EXPORT_RELTAX (1)	ABORTED	-	2026-08-03 01:45:13.858	-	1	1 GB	1	-	-	-	-	-	-	-	-	-	-
137	5c/5b9296	2544166	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_ALPHARAREFACTION	-	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_ALPHARAREFACTION (1)	ABORTED	-	2026-08-03 01:47:29.119	-	2	3 GB	1	-	-	-	-	-	-	-	-	-	-
136	a3/db4788	2546784	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_DIVERSITY_CORE	-	NFCORE_AMPLISEQ:AMPLISEQ:QIIME2_DIVERSITY:QIIME2_DIVERSITY_CORE (1)	ABORTED	-	2026-08-03 01:47:49.644	-	6	6 GB	1	-	-	-	-	-	-	-	-	-	-
